artist,id,genre
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
Cartoon,2sf28o6euxEDpYkG9dMtuM,['gaming edm']
Ruel,5xkAtLTf309LAGZTbvULBn,"['australian alternative pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']"
gnash,3iri9nBFs9e4wN7PLIetAw,['pop']
slchld,33crDRqANd3NQHJagZkQ7O,"['canadian contemporary r&b', 'chill r&b', 'pop']"
SULLI,1CXuuw8HJhyN80HlNzvL1e,"['dubstep', 'edm', 'electro house', 'melodic dubstep']"
Madhur Sharma,2kfi47LWmlXzQ3p3kWonfQ,"['desi pop', 'modern bollywood']"
Azhar Abbas,7hlaonFLy7SDDTzmQTK31m,[]
Euphonious,76OvECLAtzBQnPw2pBmKuN,[]
Bimal Bhanot,2tLjmV1Hd3cP1H6zVWQuqU,[]
Ashwin Adwani,5kiwICyQNDmCtwOPLvgY04,['indian singer-songwriter']
Sky-P,1xWw0nByTzMoKNEfveHwTp,[]
yogita,7HzJcu2wULiol2dXlEC9gg,['marathi pop']
Akbar Alam,1Cv3ReyTQ87n3dYllirYy9,[]
Veeswaas,393OQi0BUT25ZxUWmMPoNA,[]
Raj Barman,5qERXbPWPdUePjrAW00vuU,"['bangla pop', 'desi pop', 'filmi', 'modern bollywood']"
Javed-Mohsin,2zvJLk0gTH7r7A5Q6X5Bq8,"['desi pop', 'modern bollywood']"
Jubin Nautiyal,1tqysapcCh1lWEAc9dIFpa,"['desi pop', 'filmi', 'hare krishna', 'modern bollywood']"
Yashal Shahid,3ILK3wZ5nqQr7O79aF8G53,['pakistani pop']
JalRaj,5fuBZptKdXWB7NLT2eDwaT,"['desi pop', 'modern bollywood']"
Sachet-Parampara,1SyKki7JI1AZNKwgNMkn25,"['desi pop', 'modern bollywood']"
Amrita Singh,5ZVycSnntFQRyXFpO6TdsU,[]
Goldie Sohel,5Y9YGMxRoQYfJFj4kJ9TVv,[]
Khudgharz Official,6L2yfQRH3GMXE6WutO0CD8,[]
Himesh Reshammiya,0sSxphmGskGCKlwB9xa6WU,"['desi pop', 'filmi', 'modern bollywood']"
Kunal Ganjawala,3t4P7aXVor3NxlJPZxLzOQ,"['desi pop', 'filmi', 'modern bollywood']"
Mustafa Zahid,71oGOxg5ez52Hh1Ye41A98,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop']"
Sonu Nigam,1dVygo6tRFXC8CSWURQJq2,"['desi pop', 'filmi', 'modern bollywood']"
Mohammed Rafi,0gXDpqwYNDODn7fB0RDN8J,"['classic bollywood', 'desi pop', 'filmi', 'sufi']"
Grewal,6Wg3YW7eun3woBKYL8jJT6,"['desi pop', 'punjabi pop']"
Diljit Dosanjh,2FKWNmZWDBZR4dE5KX4plR,"['desi pop', 'filmi', 'modern bollywood']"
Satinder Sartaaj,4rgw8A5vcYinpZLDKHrEdV,"['desi hip hop', 'desi pop', 'punjabi pop', 'sufi']"
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,"['contemporary country', 'country', 'pop', 'texas country']"
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,"['australian pop', 'dance pop', 'pop', 'viral pop']"
Duncan Laurence,3klZnJvYGIbWritVwQD434,['dutch pop']
Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'electropop', 'pop']"
Alesso,4AVFqumd2ogHFlRbKIjp1t,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,"['piano rock', 'pop']"
Bobby-Imran,5HgB3r11CTMckYeopesztP,['modern bollywood']
Mohan Kannan,0iqFHwswV50GDerCAjulem,['modern bollywood']
Suzzane,6uOKeyhLuByJRekqUVSkwW,"['desi pop', 'modern bollywood']"
Abhay Rustum Sopori,3NYtwolj6juXjj5RumJaRe,[]
Jawad Ahmad,2gXOOKY8mmJG6iwHrTq9gp,"['classic pakistani pop', 'modern bollywood', 'pakistani pop']"
Jeet Gannguli,2kkQthS9OLpK4UqNWYqoVl,"['desi pop', 'filmi', 'modern bollywood']"
Farhan Akhtar,0XL6ie7a0NY5FM05b9Rn5L,"['desi pop', 'filmi', 'modern bollywood']"
Christina Perri,7H55rcKCfwqkyDFH9wpKM6,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
Little Mix,3e7awlrlDSwF3iM0WBjGMp,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
John Legend,5y2Xq6xcjJb2jVM54GHK3t,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
GreatAudioRecorded,6KjtrCRLDKihttXM81OndD,[]
JP Saxe,66W9LaWS0DPdL7Sz8iYGYe,"['alt z', 'canadian contemporary r&b', 'neo mellow', 'pop']"
Dr Zeus,1zrFFDzoE9XXyjEqqgDpMm,"['bhangra', 'desi hip hop', 'desi pop', 'punjabi hip hop', 'punjabi pop']"
Harry Styles,6KImCVD70vtIoJWnq6nGn3,['pop']
Amaarae,21UPYSRWFKwtqvSAnFnSvS,"['afro r&b', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']"
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,"['contemporary country', 'country', 'country road']"
Satbir Aujla,6JuBBw98XzwRZ6KvN1PpLy,"['desi pop', 'punjabi pop']"
Tanish Mittal,0vrOKS3DCqlyRHmdx068n4,['indian lo-fi']
Aditya Rikhari,3ozYqVCLohfpXIhalkhM8D,"['desi pop', 'modern bollywood']"
Vilen,5gVozagAcRKYCeAVnlC3Nk,"['desi hip hop', 'desi pop', 'modern bollywood']"
Sunidhi Chauhan,3eDT9fwXKuHWFvgZaaYC5v,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
KSW,2GhRzK7XzixKuZYEEfUkBR,['indian lo-fi']
Dikshant,0kTAB5SUakX286t6K7J3QR,[]
Neeti Mohan,3ZxZ03fj3tXBZHZWzvaLSM,"['desi pop', 'filmi', 'modern bollywood']"
Munn,3cKS6z9VNfN9u5ZyNiph4l,['alt z']
Rosie Darling,6kDXH8d9LugUAsHIozzDAI,"['alt z', 'pop']"
Ber,6uRJnvQ3f8whVnmeoecv5Z,"['german orchestra', 'orchestra']"
Caleb Hearn,0EiNdCUwM4B5GkTInLAyuj,['alt z']
Kaka,1Oh5bPXjw5jreVFhKc4jux,['desi pop']
Abdullah Siddiqui,3PbkSdpJnYRF18jau74b7R,"['pakistani indie', 'pakistani pop']"
DJ Notorious,6UXtWzEh7DSBepGmaq7tXk,['desi pop']
Asim Azhar,1ZChN8G1Y7CJ0TXbrvblwS,"['desi pop', 'modern bollywood', 'pakistani pop']"
VIBIE,1btklM4yoTaKiVjLodLrOh,['indian lo-fi']
Sanjay S Yadav,6rgc6AL16aoiwofPPzsoLU,"['desi pop', 'indian lo-fi']"
Rashid Ali,281Vp9LDrWkHMHQzfQHWCt,"['filmi', 'modern bollywood']"
Dev Bhawsar,6n44VlBKxm6HaDN7lnalf0,['indian lo-fi']
Anthony de la Torre,6dxbsVBLykNgOpP0DxjMR4,[]
Adam Turley,0clfID6QXqVAUhgm7QHpwF,"['alt z', 'pop edm']"
Tanzeel Khan,64Bnlany1OG6esdJyOxyey,"['desi pop', 'modern bollywood']"
Ajay Gogavale,0vkpFzbSTmwPuGGnhsblFI,"['desi pop', 'filmi', 'modern bollywood']"
Runa,7yPbJOX7olhT3ynAyuj3Zl,"['contemporary country', 'country', 'country pop']"
Jasmine Sandlas,0mJDQBWytBhOh5JB1DOQ1c,"['desi pop', 'punjabi pop']"
Jordan Sandhu,3TozxPbDes76aGFdfv7PMv,"['desi pop', 'punjabi pop']"
Silk City,2X97ZAqRKRMYFIDqtvGgGc,['edm']
S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,['filmi']
Abhay Jodhpurkar,27rK4pP0VMqWiRe7pamKe5,['modern bollywood']
Darshan Raval,2GoeZ0qOTt6kjsWW4eA6LS,"['desi pop', 'gujarati pop', 'modern bollywood']"
Dhrriti Saharan,3CfM61zeuztKppkmj0CggJ,[]
Sơn Tùng M-TP,5dfZ5uSmzR7VQK0udbAVpf,"['v-pop', 'vietnamese melodic rap']"
DJ Flow,3MP2WJg5D3bmH5Mz2scPF8,[]
Benny Dayal,61if35zz1W11GejEkxTLEQ,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']"
Jagjit Singh,2ijWbN5KykTYiBoVmhzCTU,"['classic bollywood', 'desi pop', 'filmi', 'ghazal', 'hare krishna', 'sufi']"
Arko,6jf2eKjiPT6P18RbOSLzf0,"['desi pop', 'filmi', 'modern bollywood']"
Ami Mishra,5ugsiK49gIkIVh8U93EO0z,"['desi pop', 'modern bollywood']"
Kavita Seth,3nQ125TJobosBH446Dsvvv,"['filmi', 'hindi indie', 'modern bollywood', 'sufi']"
Big Dhillon,40pqZrXRfMPRJoV9BLy7gy,[]
Mani Dhillon,1bLUXno6efJHG3XauV0O8a,[]
David Singh,7e3nNU9p4DAcTkXbM9kB05,[]
Miss Pooja,0DyXyd0D6fMUsuD6yONANx,"['desi hip hop', 'desi pop', 'punjabi pop']"
Sunil Kamath,5iA6cWdcxhEFUZvx39ClfI,[]
Millind Gaba,7hVmdlsJp0E2WQIvVl8ngN,"['desi pop', 'modern bollywood', 'punjabi pop']"
Ranjit Bawa,6pU5oz09VUYtnFTd4P1Mxn,"['desi pop', 'punjabi pop']"
Anu Amanat,6wu0KRwDO88PuEEpib4pQh,['indian lo-fi']
JERRY,7wOZy3KdFVVINgNFFxkxwO,"['puerto rican pop', 'salsa', 'salsa puertorriquena', 'tropical']"
Pratsofficial,29ggvWc5EMcSk5RLQ5aXHr,"['desi pop', 'himachali pop', 'modern bollywood']"
Amaal Mallik,76fuWYgIf3TVIopTs3vaJ6,"['desi pop', 'modern bollywood']"
Sohail Rana,3qOEJ6A1UQYy0qViPHHXxF,['canadian soundtrack']
Farida Khanum,07g02xbfLHmRdZaz5NAWru,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'pakistani pop', 'sufi']"
Namita Choudhary,3OzUySgSF8QxZScB0RxDCB,['modern bollywood']
Alexander Rybak,3LLNDXrxL4uxXtnUJS5XWM,['eurovision']
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,"['gauze pop', 'indietronica', 'shiver pop']"
Shantanu Avinashi,64BRoUsqACYpTLeRwyxyIx,"['desi pop', 'indian lo-fi', 'modern bollywood']"
Jammy Weirdo,64QCKFA8kD38Waf5EXbSRp,['indian lo-fi']
Harshdeep Kaur,3xU8YsNNkmWSPewlB18NUz,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
Dk Bohat,3WGACJloUzMYHxkcHX0rl1,[]
Sajjan Adeeb,10cESI2qXWXWxfkeomFOON,"['desi pop', 'punjabi pop']"
Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,"['dance pop', 'electropop', 'pop']"
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,"['hip hop', 'pop', 'pop rap']"
WORMONO,5osbiefpwljgv3pRQNmbFO,['indian lo-fi']
Suzonn,3xZ9z6k4Suc2O8cAiwMt7h,"['indian indie', 'indian singer-songwriter']"
Swattrex,1c4IXYT2idOski3WEtfJpW,['indian lo-fi']
Last Minute India,6yi4BexeHDzQeuiDzXqTcg,['indian indie']
Bombay Jayashri,5OTt6O4Q22YsqZDaWV6FqC,"['carnatic', 'carnatic vocal', 'filmi', 'indian classical', 'tamil pop']"
Be Happy And Share Happiness,1uVBFT8F6ptXvKtKKkUa5x,[]
Yeh Kaha Aa Gye Hum,,
Manan Bhardwaj,3pQ4aA7dkolyjUAMrVScgh,"['desi pop', 'modern bollywood']"
Neeraj Shridhar,3tHD07u1ON4uHxmnT9rwqZ,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']"
Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
Mashonda,5SyhqYagv3kA1s7xbI8QGi,"['hip pop', 'r&b', 'urban contemporary']"
Halsey,26VFTg2z8YR0cCuwLzESi2,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
INDie EDMer,3ha8l1xb9ypBWOZcpWQHGc,[]
Rashid Khan,1cw8NspBF8JctQm5rpn3pv,"['filmi', 'ghazal', 'hindustani classical', 'hindustani vocal', 'indian classical', 'khayal']"
Nitin Shukla,20YfM15fU24Wtzq7D25LTb,['indian lo-fi']
Pragati Naagar,1OXD3k8dCc3d4hPfAyaHim,[]
Burhan Laskar,4wOEkf10AAMKx0yCGEEnxm,['turkish jazz']
The Local Train,7b6Ui7JVaBDEfZB9k6nHL0,"['assamese pop', 'desi hip hop', 'desi pop', 'filmi', 'hindi indie', 'indian indie', 'indian rock', 'new delhi indie']"
Kina,4qIVPF0s71ZYW3qzhu5GkF,['sad lo-fi']
Ryan Mack,5LGo1zHegJTWzqVXgeNplt,"['alt z', 'irish pop', 'sad rap']"
Manas Roy,3R2qNg70D86iZywZ35avba,['indian lo-fi']
Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
benny blanco,5CiGnKThu5ctn9pBxv7DGa,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap']"
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"['dance pop', 'pop']"
Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,"['neo mellow', 'pop']"
Finding Hope,0QGDb8TBWIT06W4BoyAggg,"['chill r&b', 'pop']"
Faridkot,6JUEjbhKiAZFmMRrudNHgL,"['hindi indie', 'indian folk', 'indian indie', 'indian rock', 'new delhi indie']"
Rishabh MZC,2b5JOdK2tt39N9oL49p40R,[]
Aamir Khan,0Tn7oEmE8zDUR340Doo9zl,['classic bollywood']
Doctor Flame ,5DZr9dQj9KPd62WuMeIPqK,"['electronica', 'hip-hop experimental', 'laboratorio', 'new french touch', 'nu jazz', 'trip hop']"
Susan Egan,7CckquWatDQSr3PFKkjM8M,"['broadway', 'hollywood', 'movie tunes', 'show tunes']"
SongsForJacques,4tMm1dU6Gn04VAZ9ClHcIZ,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']"
Davinder Bhatti,28FX3Up2MflmFQI2NPkjsW,[]
Amber Vashisht,5oNkPMlb4zyhQ8G5onn0Et,[]
Jessie J,2gsggkzM5R49q6jpPvazou,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
Mohammed Irfan,6QtJ6BVdj43aDpgjnVp2tY,"['desi pop', 'filmi', 'modern bollywood']"
Armaan Malik,4IKVDbCSBTxBeAsMKjAuTs,"['desi pop', 'filmi', 'modern bollywood']"
joyvegas,5njXNGSjQ6qDrWdMygu93M,['indian lo-fi']
Falak Shabir,5ukKEZTqhAC7zXPLowAJuk,"['modern bollywood', 'pakistani pop']"
Vincent Boral,3oHVLbNqBovgRlpW45SjVU,"['desi pop', 'indian lo-fi', 'modern bollywood']"
Visual Chinmay,6OQun0qxoOjStLIqxcmYK6,['indian lo-fi']
Poorvesh Dave,3U4ZRBChsjzagb4wcEXutU,['indian lo-fi']
Kushagra Krishnatrey,7Dfa2OiawjwGg3bbjNnarP,['desi pop']
Prashant Katheriya,1wmoF73GhlylxwAbn9YGYr,"['desi pop', 'modern bollywood']"
Tashif,08tfDO4dSrwxax35a3HIMC,['japanese soundtrack']
Vicky Singh,64GYCUu76fTJnXNyNTT3Hx,['desi pop']
Coffeekids,5E2SH0HRkFmN5yp1BVumH5,['indian lo-fi']
Arnab Maity,5EISGLKYtFDJzae6rtMhKU,[]
Vismay Patel,43jHbOAD9UtOEO1la8CVHs,"['assamese pop', 'desi pop', 'indian indie', 'indian singer-songwriter', 'modern bollywood']"
Lofiwaala,77OAkisovOFmVAGes61rgs,['indian lo-fi']
It's DPK,72alqzixeOnANB0JmmYUoi,['indian lo-fi']
Nabeel Shaukat Ali,1NkQbSzN7LhkURNg2ChZMp,['pakistani pop']
Raashi Sood,0ZEiDnkNsdY6IXWUjWuBU2,"['desi hip hop', 'desi pop']"
Amantej Hundal,28kGdf2ant8i73Fab2F7xq,"['desi hip hop', 'desi pop', 'punjabi pop']"
Lopon Sukhdii,1WfhMDY9H3vpbzBxyT0DGm,[]
Abraam,063Vp9es6lLAbFUDtIAkFD,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']"
Minda,7MSns7VCEysJJhcp67gvtZ,['anime']
Eduardo XD,0h2mjyHxIUJ9QIfJCOHJpX,"['slowed and reverb', 'viral rap']"
love shayla,0SLChsZNfgO7zbH3gevHvE,['slowed and reverb']
Joongle,5NChOzODHzPYNB4iho8Zcy,[]
unsterblich,2a9FuYFAa9KGJVuDjI7WOy,[]
Sad Bart Hours,4IsfT2T6bYdVaNZeN8VaQM,['slowed and reverb']
You Forever,0pFHZ5Jjpb8Lx7Q7uW9a1v,[]
Eduardo Luzquiños,1dXyyDButMVteLKOOVqz6Z,['viral rap']
FiloChill,3dwVndIdsi5UVhJjFstRUX,['slowed and reverb']
DancingRoom,4Qt4osuhqHKfSfpB31r4qN,['slowed and reverb']
8D Tunes,5fOzKeaM5PmZ2BcKKAtFeq,['8d']
Kirub,43lUFmT9yMM9uQyZfo47JC,['slowed and reverb']
Faynix,7rNUxGFTZ0EyaoQ3ZH5aDj,[]
Gudrapz,2r6ZdPP9Vcq6notJH1VdP2,[]
Harmless,5dYGaoCO0iaUZKfl9K8Gtd,['modern dream pop']
she devil,4jrwvwAzzMNWrnQemTy711,[]
Neon361,1GMcskaP7weF0mypIi2UIA,[]
Hentai Xander,7J67YP5oiObsKJkC7mrRWW,[]
Yusei,0K3Jtj8PRdPfgYLua8X1dv,"['lo-fi chill', 'sad lo-fi', 'slowed and reverb']"
Slowed Music,2jBDqHF3RpDEUZdn4jaOYh,[]
BerthCh,0KoNM5sJYGdFYaP9Sw20On,[]
Sharry Mann,5azWSYXVoLKYKHlR5zNJ7i,"['desi pop', 'punjabi pop']"
Kshitij Vishwakarma,7qV0MH8s4k7iDMuYVQzGvi,[]
Mani Sekhon,3XPVJDVNmbOddwsJiAA2Uy,[]
Marshlemon,25LqOyhsRAI0lPA41bRr4W,[]
Shreya Ghoshal,0oOet2f43PA68X5RxKobEy,"['desi pop', 'filmi', 'modern bollywood']"
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,"['dance pop', 'hip pop', 'pop']"
Romy,3X2DdnmoANw8Rg8luHyZQb,[]
Sara Khan,5zviixHtVO7u0Cfc3LtbhW,[]
Mamba,2T1aUibqR2QC2sINIDQOAK,['reggaeton flow']
Gravity Music India,0TDjpai8y4gg0K5OCEYpFx,[]
Nostalofi Vibes,7rDUs601MBKwvJudRKJe7n,[]
Arshman Khan,7Gg4O0kIXEu2DYgycQrz8x,[]
Bablu Sodhi,4IOe98zCwlcKtXOekm69Ee,[]
Ronaq,6W9RUw7xnNRYtgh8dimg7L,"['contemporary r&b', 'funk', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Sachin Seth,11HpSnDs7Rof47FFe4uG5q,[]
prem dhilln,6IP4VnqS1pOiQcPVP4zx0H,"['desi pop', 'punjabi pop']"
Shera Dhaliwal,6hUN0spqkOvBajJ8J2nUc5,[]
Ganya Saluja,5jQmCoymJw2Ijzsq8wjPC5,[]
Unknown Artist,74Ch11L4833kZ9VfyziR3K,[]
Arpan Bawa,5WV0Nn0dUR0wClQB1TETco,[]
Aditya Kumar,4frYdwmZRdSHIVELtSzLMu,"['desi pop', 'modern bollywood']"
Lisa Mishra,418X5slNWlJwym4x3Oq3Cs,['desi pop']
Joji,3MZsBdqDrRTJihTHQrO6Dq,['viral pop']
Tommy Lefroy,3vldh5Ceynytj6Iglw4haP,"['alt z', 'indie pop', 'modern indie folk']"
Focus/Study Music,343WUTtXN19nq6GTjrPhSr,[]
Sara Kays,7Lk9V7E1u5gqSHmtcKlOqH,"['alt z', 'gen z singer-songwriter', 'indie pop', 'modern indie pop', 'pop']"
Anna Clendening,2y9j8qUwBMGPYPQJJxmYzD,"['alt z', 'pop', 'post-teen pop', 'social media pop']"
Tate McRae,45dkTj5sMRSjrmBSBeiHym,['pop']
Anson Seabra,2jHp7gQArCQrlMvdrIVFCg,"['alt z', 'gen z singer-songwriter', 'pop']"
Sophie Pecora,1djGyQAjyVQh0HWCYMHCcB,"['alt z', 'gen z singer-songwriter']"
Chloe George,5VZn4mB8pS40aE0kujdX2Y,[]
Paravi,3hu0zovv9ZERrUy09lIsTH,['modern indie pop']
Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
Passenger,0gadJ2b9A4SKsB1RFkBb66,"['folk-pop', 'neo mellow']"
Chord Overstreet,5D3muNJhYYunbRkh3FKgX0,['acoustic pop']
DaniLeigh,0XIKGBo9PnK1ApI5tZA60d,"['pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'rap latina', 'urban contemporary']"
Summer Walker,57LYzLEk2LcFghVwuWbcuS,"['pop', 'r&b', 'rap']"
Powfu,6bmlMHgSheBauioMgKv2tn,"['sad lo-fi', 'sad rap']"
Birdy,2WX2uTcsvV5OnS0inACecP,['pop']
Amit Kumar,5l1aGNGCRGomCMHVufh6xC,"['classic bollywood', 'filmi', 'ghazal']"
Samrat Chatterjee,7tgKNYAFYlZuoOkTkuw66a,[]
Debolinaa Nandy,40K2sYgvoqipfu0hM3c1Uc,[]
Jyoti Nooran,7ezZ4ix4QBrKkvxanGClFB,['modern bollywood']
Ezu,2r3HmBK84dHpMW5WFNdWNP,"['desi hip hop', 'desi pop']"
Afsana Khan,4z0z82pXirH1TrygipQlOo,['desi pop']
Sunanda Sharma,7AKO4PWJ6ToZVUfA5xmsIY,"['desi hip hop', 'desi pop', 'modern bollywood', 'punjabi pop']"
Sidhu Moose Wala,4PULA4EFzYTrxYvOVlwpiQ,"['desi hip hop', 'pakistani hip hop', 'punjabi hip hop']"
Gurpreet Chattha,2SUz5QWoJ2tkkFbTO1qvSm,[]
Shree Brar,5Dr08SCxyjTmDovDDRZCa2,['punjabi pop']
Gippy Grewal,5kvGYraWFlXs2Jbt1Kphn8,"['bhangra', 'desi pop', 'punjabi pop']"
Shivjot,1CluO4PWr2z45POcQ92ZPs,"['desi pop', 'punjabi pop']"
Nirvair Pannu,4vIsAZx8AolYa6paJphDGY,"['desi pop', 'punjabi pop']"
Ajit chhaniwala,3Ai8vgtQ3MxZ1dgrfBrALi,[]
Preet Sukh,17gMznd5zN6OhjvnnX0CLa,[]
Mannat Noor,0TxBLummgAxRkxn21HrLDp,['punjabi pop']
Abhishek Arora,2FV0sdO6uDLDe73NGLUQQq,['modern bollywood']
Renuka Arun,7vJRDw4tsuuQD9vqJZQRUv,['mollywood']
Jeffrick,5HD6kCaoqjrDx8W5ES0YC3,[]
Hashmat Sultana,6ez5nZKCRO9HY08CWrHZok,[]
Pranish VP,2RXTjV42UE6r9i5izVsiKa,['indian lo-fi']
Director Fizzix,6IF6F1mkBk8pUXxtcleKzV,[]
Jitz jz,35jfEFdc4HA5X0C348irt8,['indian lo-fi']
Jonita Gandhi,00sCATpEvwH48ays7PlQFU,['modern bollywood']
Manni Sandhu,3IzepIGEFUSFFnuIVGwZDS,"['bhangra', 'desi hip hop', 'desi pop', 'punjabi pop']"
Anumita Nadesan,1nmKYy6efdYl8sIcT0gCLJ,[]
Vishal Bhardwaj,1JdHoZwkwOmX2Pl2iTwnzc,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'ghazal', 'modern bollywood', 'pakistani pop']"
Dream Note,4o0mCeiUIVdknPUMhpO0bd,"['hindi indie', 'indian indie', 'modern bollywood']"
Anurag Saikia,6hzngLO20cX5IGqT0hVv1G,"['desi pop', 'modern bollywood']"
Call,6dLuQ5qXxIuWc5urxfIiZR,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']"
Neha Bhasin,4E5oyNFcB3uXLkLdjYmP9Z,"['desi pop', 'filmi', 'modern bollywood']"
Rahul Vaidya,6XypcJDBmfuRjq52PFUVwd,"['desi pop', 'filmi', 'modern bollywood']"
Sona Mohapatra,5bv6NvAYNuvd2Vq13nHdG3,"['desi pop', 'filmi', 'modern bollywood']"
Desi Gaana,2rEb1vrMe7IU8gh1ZTevTS,['desi pop']
Stephen Dawes,3jTU1IOqkO7Mz4zdbXPose,[]
Zaeden,5lMNphVhMLvhFmTWiKiLA2,"['desi pop', 'hindi indie', 'indian edm']"
Naseebo Lal,4sAweKU7CjDZ1bUEb6VF6a,['classic pakistani pop']
Farhan Saeed,1W67L8OH9z7C3b9YJJbVYq,"['modern bollywood', 'pakistani pop']"
